Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Exercise and Nutrition,@realbuzzcom fabulous prize #WIN please ty for the chance #fingerscrossed @emmajw11,"WIN,fingerscrossed",
Health and Fitness,Health and Fitness/Health Technology,Run time 🏃😀 @Endomondo #endorphins,endorphins,"runner,grinning"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our July #competition and get a Jawbone Up3. Click to enter our #prize #giveaway https://t.co/kvKVaWbxYb https://t.co/y1KbM1t0kZ,"Win,competition,prize,giveaway",
Health and Fitness,Health and Fitness/Addiction,5 #Supplements I Recommend For #Beautiful #Skin: A #Hormone #Expert Explains by @floliving https://t.co/rzuHSBqyht via @mindbodygreen,"Supplements,Beautiful,Skin,Hormone,Expert",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @goodhealth: A nutritionist weighs in on good-for-you fats: https://t.co/S7ctMiourJ (via @CynthiaSass),,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@icandyfitbeauty @SAN_Nutrition The best feeling is starting to see it! Nice work! #FitFam,FitFam,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MensHealthMag: Once a week? Twice? Seven times? Here’s the final answer: https://t.co/EFI3cCHNxy https://t.co/F6muyFYvbw,,
Health and Fitness,Health and Fitness/Women's Health,#SurfsUp // Grab a board and you will have that surfer's body in no time https://t.co/01fZjiyl3c via @Shape_Magazine,SurfsUp,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Just insane to finish a @your_training_zone @CrossFit #WheelWOD on a friday morning with a 2km effort on @Concept2_AU #skierg #DreamRoll,"WheelWOD,skierg,DreamRoll",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win A Tube of #Wimbledon #Tennis #Balls Every Day This Week RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition https://t.co/EB1DJnQtVP,"Win,Wimbledon,Tennis,Balls,Giveaway,competition",
Health and Fitness,Health and Fitness/Health Technology,RT @TrainingPeaks: Using a #running power meter? You'll want to check out these new metrics in WKO4: https://t.co/6RJi7PBbnN https://t.co/PzzabBuBRs,running,
Health and Fitness,Health and Fitness/Women's Health,@POPSUGARFitness Serious #GirlPower,GirlPower,
Health and Fitness,Health and Fitness/Addiction,"@mindbodygreen @SamanthaElkrief Oh, wow. Making these asap.",,
Health and Fitness,Health and Fitness/Alternative Medicine,RT @mercola: Too Much #Protein Triggers Aging and #Cancer https://t.co/a7QFBWrCYd,"Protein,Cancer",
Health and Fitness,Health and Fitness/Women's Health,RT @Shape_Magazine: Ab Cracks: The Totally Unrealistic Body Trend You ~Shouldn't~ Strive For https://t.co/KylbqkT38C https://t.co/feyrxtoMQ1,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Carlgreenuk: @BCLFC hard at work today at @tudorgrangelc powered by @USN_UK thank you for your support #ChallengeYourself https://t.co/wOPiD7vdc4,ChallengeYourself,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @VoltAthletics: ""Youth athletes need the right pathways to get better—the @NSCA is taking the lead in that"" via @Doc_Haff #NatCon16 https://t.co/7OfVddr6Iv",NatCon16,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @runnersworld: Use a foam roller to strengthen your arms, core, and legs while improving balance. https://t.co/tEv0oxG8Tv https://t.co/NfkCVYcL8s",,
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Weight Loss,"Eggs, eggs, eggs - we love eggs!! Loving this recipe from the @thebodycoach - MORNING! ://ow.ly/QwG8301TJaH",,
Health and Fitness,Health and Fitness/Mental Health,RT @Mental_Elf: Unmissable blog today! @AlisonF101 explores the positive &amp; negative responses to #antidepressants https://t.co/VY50N2lJjY #qualitative,"antidepressants,qualitative",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Men's Health,RT @harriet852: Great to see @FitbitUK ambassador @gpwhyte today putting @lucyhealthy @InStyle &amp; @MensHealthUK through their paces🏋🏽 https://t.co/qdsbF2vu7Q,,
Health and Fitness,Health and Fitness/Mental Health,RT @BlurtAlerts: Does anyone find meditation helps alleviate depression a little? [Image: themindfulword] https://t.co/7kZhnrD6Bp,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Weight Loss,Do you think I burn more calories fighting the dog off during my @thebodycoach hiit workout? My face has been licked &amp; my hair torn out 😝,,stuck_out_tongue_closed_eyes
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Mental Health,RT @UKRunChat: Everyone is invited to celebrate the end of Waynes epic adventure #ukrunchat #getinvolved @Proj_AwesomeLDN @goodgym  https://t.co/nJ3kZOweF1,"ukrunchat,getinvolved",
Health and Fitness,Health and Fitness/Aging,RT @gransnet: RT &amp; follow by 9am 11/7/16 to #win one of three signed copies of @LesleyPearse’s #DeadtoMe #FreebieFriday https://t.co/HBq4aDfZqz,"win,DeadtoMe,FreebieFriday",
Health and Fitness,Health and Fitness/Aging,@gransnet @LesleyPearse Yes please #DeadtoMe #FreebieFriday,"DeadtoMe,FreebieFriday",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Dental Care,@TheBreathCo Lovely #FreebieFriday #WIN,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Health Technology,RT @_thebrokenline: The @wahoofitness Cycling Challenge - #win an Wahoo Element GPS Cycling computer!  https://t.co/CLD75zydix https://t.co/Z081h2fTom,win,
Health and Fitness,Health and Fitness/Mental Health,RT @PsychologyNow: Materialistic People Cope With Negative Events In The Worst Way: People who hold materialis... https://t.co/YwPm3fa1jL #psychology #blog,"psychology,blog",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @reesesandfitnes: 💥 Ends Tomorrow 🙊 Retweet &amp; Follow for the chance to win this reeses selection #giveaway #competition 💥 https://t.co/pfdh2AVlgU,"giveaway,competition","boom,speak_no_evil,boom"
Health and Fitness,Health and Fitness/Women's Health,"@Shape_Magazine I get this when I stray from clean eating, don't drink enough water or pcos flairs up do to eating sugary foods.",,
Health and Fitness,Health and Fitness/Men's Health,@Mensrunninguk ...and well done! You're a jogger 😉,,wink
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #WIN a 60 day course of @Skinade to rejuvenate your skin from within! Follow fav and Retweet to be in with a chance. https://t.co/rbuyOK3Alp,WIN,
Health and Fitness,Health and Fitness/Health Technology,Cannot believe I've just been out for a run after a night out! What went through my head😩✌️🏃🏻 Good use of my @fitbit #preseason #fitness,"preseason,fitness","weary,v,runner"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: #Win our #summer holiday #beauty bundle. Follow and RT to enter. Info: #competition https://t.co/KAHZI2atTF https://t.co/kbVoKlAbf7,"Win,summer,beauty,competition",
Health and Fitness,Health and Fitness/Aging,RT @gransnet: RT &amp; follow by 9am 11/7/16 to #win one of three signed copies of @LesleyPearse’s #DeadtoMe #FreebieFriday https://t.co/HBq4aDfZqz,"win,DeadtoMe,FreebieFriday",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Mental Health,Hitting #HighStreetKen in search of running backpack &amp; bivvy for next #adventure run @KathmanduGear @ellis_brigham @SnowAndRock @theCALMzone,"HighStreetKen,adventure",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Aging,RT @gransnet: RT &amp; follow by 9am 11/7/16 to #win one of three signed copies of @LesleyPearse’s #DeadtoMe #FreebieFriday https://t.co/HBq4aDfZqz,"win,DeadtoMe,FreebieFriday",
Health and Fitness,Health and Fitness/Aging,@gransnet @LesleyPearse Fantastic giveaway. Following and retweeted. Thank you! x,,
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @NutriBulletUK: Strawberry Delight #Recipe:
5 Strawberries
1 Banana
2 Tbsp Greek/Strawberry Yog
1 Tsp Coconut Flakes
1 Cup Almond Milk
1/4 Cup Coconut Water",Recipe,
Health and Fitness,Health and Fitness/Health Technology,"Anyone keen to pace tomorrow?
@southwarkpark #parkrun #pacing #loveparkrun @Tribesports @fitbit  https://t.co/0VHLAbCQL6","parkrun,pacing,loveparkrun",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #WIN a 60 day course of @Skinade to rejuvenate your skin from within! Follow fav and Retweet to be in with a chance. https://t.co/rbuyOK3Alp,WIN,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win A Tube of #Wimbledon #Tennis #Balls Every Day This Week RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition https://t.co/YVZojYU566,"Win,Wimbledon,Tennis,Balls,Giveaway,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,Check out @Moma founders tips on starting a business in the #wellness industry in  @welltodomag https://t.co/WFLKT0LNQ1,wellness,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit Charge HR in our July #competition #giveaway. Follow &amp; RT to enter. #realbuzzCharge https://t.co/Hj5ECiSA3Z,"Win,competition,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Weight Loss,"The Chicken Katsu in the new @thebodycoach book is around 800 cals and just over 100g of carbs. 

I'll never be able to try it now 😫😫😫",,"tired_face,tired_face,tired_face"
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitspirationaI: We’re not the same person we were a year ago, a month ago, or a week ago. We’re constantly changing. Experiences don’t stop. That’s life.",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: It's a Summer #giveaway! RT &amp; follow @salveoUK &amp; @ProfPuzzleUK to #win this Garden Games Limbo set. Ends 13/07 23:59 https://t.co/uhvDPkOjng,"giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit Charge HR in our July #competition #giveaway. Follow &amp; RT to enter. #realbuzzCharge https://t.co/Hj5ECiSA3Z,"Win,competition,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Very_Sports: Want to #win our @Biosynergy perfect weight loss essentials? RT+FOLLOW both accounts to enter! #FreebieFriday https://t.co/deFSPVrEnS,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MyproteinUK: When it's just not your day...🙈 https://t.co/oYMsGemdDZ,,see_no_evil
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #WIN a 60 day course of @Skinade to rejuvenate your skin from within! Follow fav and Retweet to be in with a chance. https://t.co/rbuyOK3Alp,WIN,
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @a2MilkUK: At 3pm, we will be streaming live on Facebook at the The Allergy &amp; Free From Show with @Rick_M_RDiet https://t.co/W5WqW0Y9Jd",,
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: It's #competition time! #WIN a 60 day supply of @Skinade  Follow us &amp; Retweet this for a chance to #WIN https://t.co/JVBGuXj6eK,"competition,WIN,WIN",
Health and Fitness,Health and Fitness/Dental Care,@comparethetreat @Skinade Ive heard this is fantastic stuff! Thank you so much for the chance x,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Very_Sports: Want to #win our @Biosynergy perfect weight loss essentials? RT+FOLLOW both accounts to enter! #FreebieFriday https://t.co/deFSPVrEnS,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win A Tube of #Wimbledon #Tennis #Balls Every Day This Week RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition https://t.co/r4DbAUsL1I,"Win,Wimbledon,Tennis,Balls,Giveaway,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"Wellness bloggers who''ll inspire us all to hit this gym this weekend, including @jenselter: https://t.co/j3N2Tete7K https://t.co/KzcnbQjIo4",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: It's a Summer #giveaway! RT &amp; follow @salveoUK &amp; @ProfPuzzleUK to #win this Garden Games Limbo set. Ends 13/07 23:59 https://t.co/uhvDPkOjng,"giveaway,win",
Health and Fitness,Health and Fitness/Mental Health,"RT @StoryingShef: Pretty cool job in Sheffield mental health - engagement officer. Closes 31/7
https://t.co/c3e2eqNq4W https://t.co/i0uDTzDMFU",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our July #competition and get a Fitbit Charge HR. RT &amp; Follow to enter our #prize #giveaway #realbuzzCharge https://t.co/XsUEobkcnH,"Win,competition,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@NEO_G Fingers crossed #Tennis #FreebieFriday #WIN,"Tennis,FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Very_Sports: Want to #win our @Biosynergy perfect weight loss essentials? RT+FOLLOW both accounts to enter! #FreebieFriday https://t.co/deFSPVrEnS,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: It's a Summer #giveaway! RT &amp; follow @salveoUK &amp; @ProfPuzzleUK to #win this Garden Games Limbo set. Ends 13/07 23:59 https://t.co/uhvDPkOjng,"giveaway,win",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win A Tube of #Wimbledon #Tennis #Balls Every Day This Week RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition https://t.co/RC7R7vX393,"Win,Wimbledon,Tennis,Balls,Giveaway,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SweatbandActive Yes please #Wimbledon #Tennis,"Wimbledon,Tennis",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Men's Health,@Mensrunninguk @MONTANEuk I've been looking for a good running bag. Fingers crossed #FreebieFriday,FreebieFriday,
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: WIN our BOOTEA BUNDLE ✖️ To enter simply follow us, RT this AND our NEW pinned tweet - Winner 30/07 😍 https://t.co/IM9PLXDNyN",,"heavy_multiplication_x,heart_eyes"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit Charge HR in our July #competition #giveaway. Follow &amp; RT to enter. #realbuzzCharge https://t.co/Hj5ECiSA3Z,"Win,competition,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Very_Sports: Want to #win our @Biosynergy perfect weight loss essentials? RT+FOLLOW both accounts to enter! #FreebieFriday https://t.co/deFSPVrEnS,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win A Tube of #Wimbledon #Tennis #Balls Every Day This Week RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition https://t.co/qNIJ1U9OkA,"Win,Wimbledon,Tennis,Balls,Giveaway,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@Very_Sports @Biosynergy great,,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @NEO_G: For mild compression try our Airflow PLus+ Ankle Support, constructed from lightweight and breathable fabric https://t.co/OzN0953pOw",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @reesesandfitnes: 💥 Ends Tomorrow 🙊 Retweet &amp; Follow for the chance to win this reeses selection #giveaway #competition 💥 https://t.co/pfdh2AVlgU,"giveaway,competition","boom,speak_no_evil,boom"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Very_Sports: Want to #win our @Biosynergy perfect weight loss essentials? RT+FOLLOW both accounts to enter! #FreebieFriday https://t.co/deFSPVrEnS,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win A Tube of #Wimbledon #Tennis #Balls Every Day This Week RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition https://t.co/qNIJ1U9OkA,"Win,Wimbledon,Tennis,Balls,Giveaway,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win A Tube of #Wimbledon #Tennis #Balls Every Day This Week RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition https://t.co/r4DbAUsL1I,"Win,Wimbledon,Tennis,Balls,Giveaway,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SweatbandActive yes please #fingerscrossed @emmajw11,fingerscrossed,
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #WIN a 60 day course of @Skinade to rejuvenate your skin from within! Follow fav and Retweet to be in with a chance. https://t.co/rbuyOK3Alp,WIN,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Very_Sports: Want to #win our @Biosynergy perfect weight loss essentials? RT+FOLLOW both accounts to enter! #FreebieFriday https://t.co/deFSPVrEnS,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our July #competition and get a Fitbit Charge HR. RT &amp; Follow to enter our #prize #giveaway #realbuzzCharge https://t.co/XsUEobkcnH,"Win,competition,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@realbuzzcom great prize thanks for the super opportunity #fingerscrossed @emmajw11,fingerscrossed,
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @RBandH: Astonished by reckless @NHSEngland suggestion to move congenital heart services from #RoyalBrompton. We will fight for our patients #CHD,"RoyalBrompton,CHD",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our July #competition and get a Jawbone Up3. Click to enter our #prize #giveaway https://t.co/kvKVaWbxYb https://t.co/y1KbM1t0kZ,"Win,competition,prize,giveaway",
Health and Fitness,Health and Fitness/Exercise and Nutrition,Repost from @healthychefsteph -Now tucking into a @musclefooduk fillet steak with Mediterranean #caulirice and veg! https://t.co/L5i8e0eV4F,caulirice,
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Women's Health,@UKWomensHealth do you have an email address for your social media team...i have a #fitnessedit you may be interested in? x,fitnessedit,
Health and Fitness,Health and Fitness/Dental Care,@TheBreathCo #FreebieFriday These would ensure that my breath was sweet. Lovely prize. #win,"FreebieFriday,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @reesesandfitnes: 💥 Ends Tomorrow 🙊 Retweet &amp; Follow for the chance to win this reeses selection #giveaway #competition 💥 https://t.co/pfdh2AVlgU,"giveaway,competition","boom,speak_no_evil,boom"
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Sports Medicine,RT @DrDavidGeier: Can tests other than an MRI show a rotator cuff tear of the shoulder? https://t.co/Z5BJi8j1Nn #AskDrGeier,AskDrGeier,
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #Tennis #FreebieFriday #WIN a Neo G Tennis/Golf Elbow Strap! Follow + RT to enter. Winner @ 5PM! #Wimbledon https://t.co/BoY1blhF0X,"Tennis,FreebieFriday,WIN,Wimbledon",
Health and Fitness,Health and Fitness/Mental Health,@Mental_Elf the first thing my GP tried. Should have been the last. Worst experience ever - pushed me towards the career I'm in now though!,,
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit Charge HR in our July #competition #giveaway. Follow &amp; RT to enter. #realbuzzCharge https://t.co/Hj5ECiSA3Z,"Win,competition,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzCharge https://t.co/aGGwqAeWpH,"competition,Win,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Want to #win a Fitbit in our July #competition? Just RT &amp; F to enter. #realbuzzCharge https://t.co/tmY02DaUwt https://t.co/zpc0c1tzwn,"win,competition,realbuzzCharge",
