Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @911well: Green Tea _ Superfood - Consumed for 1000 of years, green tea has provided delicious medicinal benefits #Nutrition https://t.co/HwEV03gZX1",Nutrition,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: Another #giveaway! RT &amp; follow @SalveoUK to #win this the Cuties and Pals Nursery Bee Backpack! Ends 13/07 23:59 https://t.co/UsVyEz885J,"giveaway,win",
Health and Fitness,Health and Fitness/Weight Loss,"RT @EatThisNotThat: This is the ""80-20 Rule"" that is helping people lose 60+ pounds: https://t.co/90OSASCHv7 https://t.co/AgNiNrnVjf",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Watch our FEATURED DRILL  “Active Knee Extension + Unilateral Bridge” on @Vimeo https://t.co/ohRBfTy3wU Pls share da' love @runnersworld,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @muscle_fitness: 5 at-home cardio workouts for fat loss. https://t.co/VzC610qcJe https://t.co/lOm9U5zgTe,,
Health and Fitness,Health and Fitness/Sports Medicine,"A great study on how cadence can help runners w/ PF pain AKA ""Da Black Hole of Orthopedics"" @MSSEonline @APTAtweets https://t.co/O2gVZro7NT",,
Health and Fitness,Health and Fitness/Health Technology,"RT @picardonhealth: Canada’s health research regime in need of major surgery, by @picardonhealth https://t.co/Q1dVwmyDAO @CIHR_IRSC @GlobeDebate",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: Here are 90 solid minutes of great songs to keep you motivated during this month's runs. https://t.co/3wWbRT1yNo https://t.co/D07VCktXAf,,
Health and Fitness,Health and Fitness/Mental Health,RT @911well: Save the Elephants .. They r predicting within a decade the elephant will be extinct #SaveElephants #Elephants https://t.co/CHqX1cFN4o,"SaveElephants,Elephants",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @911well: If you can't figure out your purpose, figure out your passion #Believe @BishopJakes #Hope #Mindfulness https://t.co/tivTpq1bKp","Believe,Hope,Mindfulness",
Health and Fitness,Health and Fitness/Women's Health,"RT @HerCampus: Just ordinary, everyday BFF hangs.

#PrettyLittleLiars #PLL @PLLTVSeries https://t.co/xiq3SEn96m","PrettyLittleLiars,PLL",
Health and Fitness,Health and Fitness/Mental Health,RT @autismspeaks: Boy with autism's beautiful and personal poem goes viral &gt;&gt; https://t.co/60HLMwmR2F #TuesdayMotivation https://t.co/z6qPwnpyX5,TuesdayMotivation,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WellandGoodNYC: We’re streaming tomorrow night’s massive @thebig_quiet event on Facebook Live! Tune in at 6 PM EST! https://t.co/fpmrZquTIi,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: How unstructured workouts can make you faster: https://t.co/XwTvqpY0v5 https://t.co/y0tpXpfCOQ,,
Health and Fitness,Health and Fitness/Health Technology,RT @CitizenCohn: The decline of smoking is one of the great public health victories of modern times https://t.co/d6yvFqo1KU,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: 10 Things to Give Up .... Mindfulness #InnerPeace #MentalHealth #Wellness https://t.co/8iP3Kh6Xze,"InnerPeace,MentalHealth,Wellness",
Health and Fitness,Health and Fitness/Sports Medicine,"RT @DrADandekar: This cannot be emphasized enough. Thank you, Dr. Weil @SportsDocRadio.  https://t.co/HVgT1DzYJl",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @JohnCena: Thank you #CrossFitHollyWood for an awesome morning, now off to #ESPYS rehearsal @espn @TapouT @WWE @WWEUniverse https://t.co/dMMF33gTOA","CrossFitHollyWood,ESPYS",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: Another #giveaway! RT &amp; follow @SalveoUK to #win this the Cuties and Pals Nursery Bee Backpack! Ends 13/07 23:59 https://t.co/UsVyEz885J,"giveaway,win",
Health and Fitness,Health and Fitness/Mental Health,@MelissaGMoore i know that i ask u countless times...but is there a date set on when season 2 premieres of Monster in my Family!?,,
Health and Fitness,Health and Fitness/Mental Health,"RT @CrimeWatchDaily: Prophets, polygamy and punishment: A killer's daughter speaks with @MelissaGMoore https://t.co/WFQYHziOp1 https://t.co/0cZyBI9hRm",,
Health and Fitness,Health and Fitness/Weight Loss,RT @able2uk: RT &amp; Follow to #win a copy of Leanis 15:The Shape Plan by Joe Wicks -@thebodycoach by 29/7. UK Only #winitwednesday https://t.co/9O6nFjABLH,"win,winitwednesday",
Health and Fitness,Health and Fitness/Weight Loss,@able2uk @thebodycoach Can't do the exercises but the recipes sound lovely from reviews I've read! ☺️ #win #winitwednesday,"win,winitwednesday",relaxed
Health and Fitness,Health and Fitness/Aging,RT @gransnet: RT &amp; follow to #win a signed &amp; dedicated copy of @SantaMontefiore's Daughters of Castle Deverill #winitwednesday https://t.co/IuWvzl7O91,"win,winitwednesday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @able2uk: RT &amp; Follow to #win a copy of Leanis 15:The Shape Plan by Joe Wicks -@thebodycoach by 29/7. UK Only #winitwednesday https://t.co/9O6nFjABLH,"win,winitwednesday",
Health and Fitness,Health and Fitness/Aging,RT @gransnet: RT &amp; follow to #win a signed &amp; dedicated copy of @SantaMontefiore's Daughters of Castle Deverill #winitwednesday https://t.co/IuWvzl7O91,"win,winitwednesday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @time4official: It's #WinningWednesday, RT to #win and they could be yours! https://t.co/mLx0ZA8XVP","WinningWednesday,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @goodhealth: Good news for air conditioning addicts! Those cold temps could be doing your diet a favor: 
https://t.co/0WiavN5a3I",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @UKWomensHealth: Our GIF to you --&gt; how to sort 3-day gym hair: https://t.co/PLkyb9hU0Y https://t.co/q2gZS9oNZP,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit Charge HR in our July #competition #giveaway. Follow &amp; RT to enter. #realbuzzCharge https://t.co/7qWIxcoPoe,"Win,competition,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: WIN our BOOTEA BUNDLE ✖️ To enter simply follow us, RT this AND our NEW pinned tweet - Winner 30/07 😍 https://t.co/LtoFfHrDMh",,"heavy_multiplication_x,heart_eyes"
Health and Fitness,Health and Fitness/Women's Health,"RT @nikewomen: Introducing our updated #nikeprobra Collection. Bra-fact trivia is on its way. How well do you know your girls?
https://t.co/zNEhazo1n3",nikeprobra,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @able2uk: RT &amp; Follow to #win a copy of Leanis 15:The Shape Plan by Joe Wicks -@thebodycoach by 29/7. UK Only #winitwednesday https://t.co/9O6nFjABLH,"win,winitwednesday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Beachbody: Satisfy your sweet toot with this delightful cinnamon bananas recipe. → https://t.co/TSFnkas3t2 https://t.co/srcAkTYuEL,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @alphabetsuccess: Never give anyone the power to take away your joy. - @JeanetteJenkins #quote,quote,
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: WIN our BOOTEA BUNDLE ✖️ To enter simply follow us, RT this AND our NEW pinned tweet - Winner 30/07 😍 https://t.co/LtoFfHrDMh",,"heavy_multiplication_x,heart_eyes"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our July #competition and get a Fitbit Charge HR. RT &amp; Follow to enter our #prize #giveaway #realbuzzCharge https://t.co/Rwurepcm8S,"Win,competition,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Aging,"RT @harleystskin: It's #competition time!
Follow &amp; RT to #WIN a copy of Lesley's book &amp; a bottle of body buffer! #WinWednesday https://t.co/95cWV4CoKa","competition,WIN,WinWednesday",
Health and Fitness,Health and Fitness/Health Technology,"RT @CurrentBody: #WIN this anti ageing gloves and socks set! RT, follow &amp; tell us your biggest beauty secret to enter https://t.co/H1tff2lLEm",WIN,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @PuritansPride: #GIVEAWAY: RT &amp; follow us for a chance to #win a #Strawberry Prize Pack: https://t.co/1WPSCTtfNJ #protein #chocolate https://t.co/UwdF5F7SPj,"GIVEAWAY,win,Strawberry,protein,chocolate",
Health and Fitness,Health and Fitness/Aging,RT @gransnet: RT &amp; follow to #win a signed &amp; dedicated copy of @SantaMontefiore's Daughters of Castle Deverill #winitwednesday https://t.co/IuWvzl7O91,"win,winitwednesday",
Health and Fitness,Health and Fitness/Aging,"@gransnet @SantaMontefiore #winitwednesday 
I really want to read this book. 
Thanks for the chance.
#FingersCrossed","winitwednesday,FingersCrossed",
Health and Fitness,Health and Fitness/Health Technology,#Wearable16 brings together top innovators from @Runtastic @PEARSports @Jawbone @ClothingPlus &amp; many more! #SFO https://t.co/gIN5j6wPCz,"Wearable16,SFO",
Health and Fitness,Health and Fitness/Aging,"RT @harleystskin: It's #competition time!
Follow &amp; RT to #WIN a copy of Lesley's book &amp; a bottle of body buffer! #WinWednesday https://t.co/95cWV4CoKa","competition,WIN,WinWednesday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,.@RunnersWorld #WednesdayWisdom on why you shouldn't partake in detox diets https://t.co/1O7HmXhBZG https://t.co/1uy9tj4bPV,WednesdayWisdom,
Health and Fitness,Health and Fitness/Health Technology,"Come see us at the @IDEAFit expo Thursday, Friday, and Saturday! Booth 1735!💪🙌 #ideaexpo #franchising #circuitworks https://t.co/uNcUWSIvVu","ideaexpo,franchising,circuitworks","muscle,raised_hands"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @PuritansPride: #GIVEAWAY: RT &amp; follow us for a chance to #win a #Strawberry Prize Pack: https://t.co/1WPSCTtfNJ #protein #chocolate https://t.co/UwdF5F7SPj,"GIVEAWAY,win,Strawberry,protein,chocolate",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @PuritansPride: #GIVEAWAY: RT &amp; follow us for a chance to #win a #Strawberry Prize Pack: https://t.co/1WPSCTtfNJ #protein #chocolate https://t.co/UwdF5F7SPj,"GIVEAWAY,win,Strawberry,protein,chocolate",
Health and Fitness,Health and Fitness/Health Technology,#Wearable16 brings @UnderArmour @Jawbone @PEARSports &amp; more - join top #innovators &amp; pioneers in the #wearable field https://t.co/cX1UgrBfTL,"Wearable16,innovators,wearable",
Health and Fitness,Health and Fitness/Health Technology,"RT @CurrentBody: #WIN this anti ageing gloves and socks set! RT, follow &amp; tell us your biggest beauty secret to enter https://t.co/H1tff2lLEm",WIN,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: It's a Summer #giveaway! RT &amp; follow @salveoUK &amp; @ProfPuzzleUK to #win this Garden Games Limbo set. Ends 13/07 23:59 https://t.co/uhvDPkOjng,"giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SalveoUK @ProfPuzzleUK fab giveaway :-) have Liked and shared xx,,
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @CDCgov: The #Zika virus can attack and destroy the baby's brain and cause other birth defects. #ZAPZika,"Zika,ZAPZika",
Health and Fitness,Health and Fitness/Sports Medicine,RT @YLMSportScience: #Basics | The 10 pillars of Nutrition for Athletic Performance 🍴🏅 https://t.co/ReO7M1cn9l https://t.co/rmiVEpsYnY,Basics,fork_and_knife
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WomensHealthMag: I lifted heavy with the man who helps Victoria's Secret models get toned: https://t.co/PJDckSrSkS https://t.co/bQHL1fQ0Cg,,
Health and Fitness,Health and Fitness/Women's Health,"RT @Women_Fit: You don't get what you wish for, you get what you work for.",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @TheNotoriousMMA: Positional sparring and shooting a promo for @BSNSupplements! 
Another day in The Mac Life!  https://t.co/5oBALfM2Gk",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: COMPETITION!
WIN 6 months supply of our NEW protein gel! FOLLOW &amp; RT! to be in with a chance of winning! Ends tmrw! https://t.co/W6RkzlAos1",,
Health and Fitness,Health and Fitness/Mental Health,RT @PsychToday: Smartphones have become the stealth saboteurs of our most intimate relationships. https://t.co/TtKa7IfdI0 https://t.co/Dtkrbt91wv,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Team_HSM: RT and follow to enter for your chance to win this @5hourenergy hat! Winner randomly selected tomorrow. https://t.co/IBk8isuCs1,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @UKTeam_Optimum: Who's looking to get that #SummerShred? #RT &amp; Follow for your chance to #win some #Thermocuts! #TeamON https://t.co/iyrTKRnDgA,"SummerShred,RT,win,Thermocuts,TeamON",
Health and Fitness,Health and Fitness/Health Technology,@FitExpertJess @ideafit yes! See you there!,,
Health and Fitness,Health and Fitness/Weight Loss,Addicted to #sugar? We can tell you why and how to beat that addiction! #health @healthbloggg @WeightWatchers https://t.co/Tcrc3hX8E6,"sugar,health",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @TiboInShape: TORTANKKK #pokemongo #teamshape https://t.co/5CwQOJNccq,"pokemongo,teamshape",
Health and Fitness,Health and Fitness/Mental Health,RT @Quinonostante: Feel #Obama may be doing this right now - #Boris https://t.co/G1jHWygoRY,"Obama,Boris",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzCharge https://t.co/1OKOlUFUAg,"competition,Win,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,#Summer #Hydration Tips for #athletes from @RedSox #Dietitian @nclarkrd https://t.co/qsHQLNpSDE #sports #sportsnutrition #sport,"Summer,Hydration,athletes,Dietitian,sports,sportsnutrition,sport",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @time4official: It's #WinningWednesday, RT to #win and they could be yours! https://t.co/mLx0ZA8XVP","WinningWednesday,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @EVLsports: Check out your local @GNCLiveWell for #EVL products!

#EVL #GNC https://t.co/Z4qMlG1OFY","EVL,EVL,GNC",
Health and Fitness,Health and Fitness/Women's Health,"RT @WomensHealthMag: Right on, Elle. Right on. 
Can you BELIEVE it's the 15th anniversary of #LegallyBlonde?! https://t.co/vvz0qkGCFP",LegallyBlonde,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: Strategic moves are key when you're racing for place. https://t.co/tefcdCECGu https://t.co/Lf2qooY6MJ,,
Health and Fitness,Health and Fitness/Aging,"RT @harleystskin: It's #competition time!
Follow &amp; RT to #WIN a copy of Lesley's book &amp; a bottle of body buffer! #WinWednesday https://t.co/95cWV4CoKa","competition,WIN,WinWednesday",
Health and Fitness,Health and Fitness/Mental Health,RT @911well: Humility will open more doors than arrogance ever will #MindBody #Mindfulness https://t.co/MByAa7JnIn,"MindBody,Mindfulness",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Don't be afraid to stand for you believe in .. #Hope #SpeakUp #NoFears #Mindfullness https://t.co/OYYxEBrmep,"Hope,SpeakUp,NoFears,Mindfullness",
Health and Fitness,Health and Fitness/Health Technology,"RT @Headspace: ""My hope is that this is used not just to encourage calm &amp; relaxation, but also to promote creativity &amp; connection."" #HeadspaceForKids",HeadspaceForKids,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MathewFras: Announcing my newest sponsor tomorrow night at 9EST. https://t.co/F7Uy9fmolj,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @muscle_fitness: These 10 bowls have a boost of protein to help you build muscle. https://t.co/fh1ieMhOLt https://t.co/s8gctqpAyG,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @muscle_fitness: There’s nothing like that feeling of going all out. https://t.co/D3yzqwde61 https://t.co/cJt6XfHM7W,,
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthMag: 5 tricks to get the most from your workout: https://t.co/CJeRsKSFU3 https://t.co/EELEvbpmoJ,,
Health and Fitness,Health and Fitness/Health Technology,100  Abs Moves Anyone Can Do https://t.co/6XbBmujt8R via @Greatist,,
Health and Fitness,Health and Fitness/Aging,RT @gransnet: RT &amp; follow to #win a signed &amp; dedicated copy of @SantaMontefiore's Daughters of Castle Deverill #winitwednesday https://t.co/IuWvzl7O91,"win,winitwednesday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: COMPETITION!
WIN 6 months supply of our NEW protein gel! FOLLOW &amp; RT! to be in with a chance of winning! Ends 10pm! https://t.co/EmEF2S1Kzp",,
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @Benedavis: My Father. 67 today. He has Parkinson's &amp; battles everyday. He's an inspiration @ParkinsonsUK @MichaelJFoxOrg https://t.co/Yfred1yN0l,,
Health and Fitness,Health and Fitness/Disease Centres and Information,"RT @ParkinsonsUK: Nigel has Parkinson's, but that doesn't stop him cycling 100 miles a week. https://t.co/F1jXohQmm0 #mondaymotivation https://t.co/JaQOaiLF8W",mondaymotivation,
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @macmillancancer: So many green buckets and collection tins • #MacTakeover https://t.co/BZ4c33xiDr,MacTakeover,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Interesting to see there is a small 2nd Amendment discussion in the @CrossFit community with the @CrossFitGames just around the corner.,,
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @AimeeJennings: Probably the happiest day for all @NHSEngland staff!! @Jeremy_Hunt is out out!! 😝😂👋🏻👋🏻 #bye #goodriddance #nhs https://t.co/T4zszbXITw,"bye,goodriddance,nhs","stuck_out_tongue_closed_eyes,joy,wave,wave"
Health and Fitness,Health and Fitness/Aging,RT @gransnet: RT &amp; follow to #win a signed &amp; dedicated copy of @SantaMontefiore's Daughters of Castle Deverill #winitwednesday https://t.co/IuWvzl7O91,"win,winitwednesday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: Today is #NationalPecanPieDay! 😍
To be in with a chance of winning Pecan Pie flavoured Impact Whey, FOLLOW &amp; RT! https://t.co/3HJrpRRQOQ",NationalPecanPieDay,heart_eyes
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@holland_barrett George Clooney, piping hot tea &amp; as many scones as I could eat before popping! 😝 #freefrom #HBPlymouth #newstore","freefrom,HBPlymouth,newstore",stuck_out_tongue_closed_eyes
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: COMPETITION!
WIN 6 months supply of our NEW protein gel! FOLLOW &amp; RT! to be in with a chance of winning! Ends tmrw! https://t.co/W6RkzlAos1",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: COMPETITION!
WIN 6 months supply of our NEW protein gel! FOLLOW &amp; RT! to be in with a chance of winning! Ends 10pm! https://t.co/EmEF2S1Kzp",,
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: WIN our BOOTEA BUNDLE ✖️ To enter simply follow us, RT this AND our NEW pinned tweet - Winner 30/07 😍 https://t.co/NwNaFnM288",,"heavy_multiplication_x,heart_eyes"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Once you replace negative thoughts with positive ones .. the mind heals.. happiness returns .. #Mindfulness #Healing https://t.co/nvRZe8YCpy,"Mindfulness,Healing",
Health and Fitness,Health and Fitness/Health Technology,Have you signed up for our PopUp spin classes @BantamCider anndd @Slumbrew this wkend? Sign up https://t.co/UYvQKL0Ccb or on @teammovewith,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: COMPETITION!
WIN 6 months supply of our NEW protein gel! FOLLOW &amp; RT! to be in with a chance of winning! Ends tmrw! https://t.co/nO6tZ8Pw88",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: COMPETITION!
WIN 6 months supply of our NEW protein gel! FOLLOW &amp; RT! to be in with a chance of winning! Ends tmrw! https://t.co/nO6tZ8Pw88",,
Health and Fitness,Health and Fitness/Health Technology,"RT @kthomas901: Was so great meeting @annekate @sm this morning, thank you for inviting me &amp; for the awesome @winnielabs tote bag! https://t.co/bc4Xcwqx2B",,
Health and Fitness,Health and Fitness/Mental Health,RT @911well: When your not looking back .. you know you're on the right track .. #StayFocus #Mindfulness #Confidence https://t.co/WIjjWYpnMW,"StayFocus,Mindfulness,Confidence",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @PuritansPride: #GIVEAWAY: RT &amp; follow us for a chance to #win a #Strawberry Prize Pack: https://t.co/1WPSCTtfNJ #darkchocolate https://t.co/B1f8qwYBsW,"GIVEAWAY,win,Strawberry,darkchocolate",
Health and Fitness,Health and Fitness/Mental Health,"RT @NationalAutism: *Urgent Action Needed!* 

No more wandering deaths! If you live in Texas, Utah, Alabama or Georgia, call your... https://t.co/owutts0ohK",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @panasonic: ICYMI: Our ""Life is Electric"" campaign clinched Japan's 1st Cannes Design Grand Prix! https://t.co/UitsD0Cs0H https://t.co/azF5AQMiYd",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @HuffPoLifestyle: Dog's quirky adoption photos prove you should always be yourself https://t.co/rh1oFeWg96 https://t.co/K2sh8oNlQV,,
Health and Fitness,Health and Fitness/Health Technology,RT @BeFitFoods: Fruit salad bar https://t.co/LIFporgkwJ,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @BurningPounds: Core workout challenge https://t.co/0Ch9YRYMWv,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: COMPETITION!
WIN 6 months supply of our NEW protein gel! FOLLOW &amp; RT! to be in with a chance of winning! Ends tmrw! https://t.co/nO6tZ8Pw88",,
Health and Fitness,Health and Fitness/Sports Medicine,@Aparna @drrajatchauhan he the best we have :),,
Health and Fitness,Health and Fitness/Sports Medicine,@drrajatchauhan @Aparna he is the best we have :),,
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthMag: The 1-minute routine that gets your arms and chest RIPPED: https://t.co/xBkU1aREM6 https://t.co/TJRhDAgDFM,,
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthUK: The 7 most common protein shake mistakes https://t.co/BqpozvRa2e https://t.co/H4CiwJ8Tll,,
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthUK: The hardest 21-minute workout in the universe (from expert PT @Ollie_frost) https://t.co/BNTEFgIHBm https://t.co/lBiOzENkAH,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Beachbody: We've always wondered why this happens. → https://t.co/Anbv1RgnNM https://t.co/qZiG6At4Ds,,
Health and Fitness,Health and Fitness/Addiction,The One Drink You Should Have Every Morning (It's Not Lemon Water) by @1devinburke1 https://t.co/jWYzg25co3 via @mindbodygreen,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @RogueFitness: Greatness does not come easy. You will hurt. You will sweat. You will bleed, &amp; blister &amp; bend. But will you break? https://t.co/6m2hmw9lro",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Watermelon pizza is definitely the best thing to happen to summer via @WellandGoodNYC https://t.co/nYugucPKGA https://t.co/lTjt1z5X1p,,
Health and Fitness,Health and Fitness/Aging,RT @LifeExtension: MT @NPRHealth: Thirsty? New study links good #hydration to slimmer waistlines: https://t.co/BY3VP4mGGy #health,"hydration,health",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WomensHealthMag: 7 packaged foods that can help you lose weight: https://t.co/uAfx8b9DGh https://t.co/A1ZV1GOeEY,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WomensHealthMag: 6 moves for strong &amp; toned abs: https://t.co/V4EbHpDpaN https://t.co/30frsddaGv,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WomensHealthMag: 7 foods you should NEVER eat before a workout: https://t.co/ciX1IKeW7R https://t.co/nDssYVfsm4,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WomensHealthMag: 7 things you've thought were healthy your whole life - but actually aren't: https://t.co/zP9w2Dj9dx https://t.co/RGpccotKlF,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @M1Jarvis: Happy birthday Macca! @markmac14 @NiallOfficial @modestgolf,,
Health and Fitness,Health and Fitness/Mental Health,"RT @mindfuleveryday: Children need your presence more than your presents. ~ @actionhappiness 
#mindfulness",mindfulness,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: A smile is the prettiest thing you can wear .. #mindfulness #smile #happiness https://t.co/Nz9dPO8TO2,"mindfulness,smile,happiness",
Health and Fitness,Health and Fitness/Health Technology,Today's the day! @ideafit expo! Come see us at booth 1735! Follow our snapchat: CircuitWorks and hang out with us! #excited #ideaworld,"excited,ideaworld",
Health and Fitness,Health and Fitness/Health Technology,"Backstage at @ideafit with my new best friend, @todddurkin  If only he wouldn't flex so much...… https://t.co/KtTRuJabH8",,
Health and Fitness,Health and Fitness/Health Technology,I completed this month’s Puzzle dare on @myUHC We Dare You and earned a chance to win! Check it out here. https://t.co/B6q0MPZ1Oy,,
Health and Fitness,Health and Fitness/Health Technology,RT @Runkeeper: RT if you agree. https://t.co/kpXzPgu88o,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: Pamper yourself with our latest #giveaway! RT &amp; follow @SalveoUK to #win this amazing bundle! Ends 20/07 23:59 https://t.co/3Ild4d8rBD,"giveaway,win",
Health and Fitness,Health and Fitness/Health Technology,RT @ideafit: The incredible @JennaWolfe takes the stage at the #ideaworld Opening Ceremonies! https://t.co/ItldtvaXUH,ideaworld,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @cnnhealth: Prince Harry gets tested for HIV to raise awareness: https://t.co/UtZQ44ihEN https://t.co/1L8AElGoqc,,
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthUK: Watch: how to get bigger arms with one dumbbell https://t.co/3Erhr33ymc https://t.co/0ZJNOIYeNZ,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Whoohoo!!! Thanks again @Team_Optimum @Bodybuildingcom 🏋🏼💪🏻 https://t.co/7q7SpXJABd,,muscle
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Team_Optimum: #GoldStandardWhey is Buy 1 Get 1 Half Price @GNCLiveWell right now. Online and in stores. https://t.co/SrZqYijbyY,GoldStandardWhey,
Health and Fitness,Health and Fitness/Mental Health,@alzheimerssoc Please retweet. https://t.co/iR5AYq6TuH,,
Health and Fitness,Health and Fitness/Mental Health,RT @TWLOHA: We mourn with the people of France. Hate will never solve anything. We ache for peace. We're made for love. #PrayForNice,PrayForNice,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: A smile is the prettiest thing you can wear .. #mindfulness #smile #happiness https://t.co/Nz9dPO8TO2,"mindfulness,smile,happiness",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Be a witness .. not a judge .. Focus on Yourself #LoveYourself #Mindfulness @respectyourself #MindBody https://t.co/sgLUsOARIz,"LoveYourself,Mindfulness,MindBody",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: NEVER ignore some that cares about you .. #TrueFriend #BeGrateful #Mindfulness #LifeLesson https://t.co/A2aTY5vAJB,"TrueFriend,BeGrateful,Mindfulness,LifeLesson",
Health and Fitness,Health and Fitness/Mental Health,RT @911well: We live in a world .. The new norm .. #Poverty #Greed .. Help others #kindness @Rosie #compassion https://t.co/GaV8ZSBsbN,"Poverty,Greed,kindness,compassion",
